Type,ID,Name,Display Name,Workspace,Duration,Create Date,Account
Media Asset,3695468,43a9353c-5c37-4416-9598-7d1f370a62b9.jpg,43a9353c-5c37-4416-9598-7d1f370a62b9.jpg,NFDC,,2025-10-31T07:35:24Z,208
Media Asset,3695452,e9ff3e59-0366-4acf-b3ff-e08981aa292f.jpg,e9ff3e59-0366-4acf-b3ff-e08981aa292f.jpg,PB-Archives-A,,2025-10-31T07:13:25Z,208
Media Asset,3695451,85e3ab1a-5a2b-4b72-9584-4556e8c182f3.jpg,85e3ab1a-5a2b-4b72-9584-4556e8c182f3.jpg,PB-Archives-A,,2025-10-31T07:13:25Z,208
Media Asset,3695450,d5dc7141-74b5-4407-ba9a-492306d23799.jpg,d5dc7141-74b5-4407-ba9a-492306d23799.jpg,PB-Archives-A,,2025-10-31T07:13:24Z,208
Media Asset,3695449,e53d7f9f-6efe-4866-85a7-c6226281eb72.jpg,e53d7f9f-6efe-4866-85a7-c6226281eb72.jpg,PB-Archives-A,,2025-10-31T07:13:24Z,208
Media Asset,3695448,2148b7d7-b990-4417-99ec-420640c2d99b.jpg,2148b7d7-b990-4417-99ec-420640c2d99b.jpg,PB-Archives-A,,2025-10-31T07:13:24Z,208
Media Asset,3695391,946a201e-83b1-457d-8fdc-f08b890af5b6.jpg,946a201e-83b1-457d-8fdc-f08b890af5b6.jpg,Sunshine Pictures,,2025-10-31T06:43:58Z,208
Media Asset,3695390,e39109cc-8810-4c85-841a-bc12bc7781b6.jpg,e39109cc-8810-4c85-841a-bc12bc7781b6.jpg,Sunshine Pictures,,2025-10-31T06:43:58Z,208
Media Asset,3695389,aa0a1fd4-da70-4390-93f6-c04486b56ada.jpg,aa0a1fd4-da70-4390-93f6-c04486b56ada.jpg,Sunshine Pictures,,2025-10-31T06:43:58Z,208
Media Asset,3695388,51857238-e94e-46e6-82b9-65f1305027ab.jpg,51857238-e94e-46e6-82b9-65f1305027ab.jpg,Sunshine Pictures,,2025-10-31T06:43:58Z,208
Media Asset,3694871,RauliMandiriEp1,RauliMandiriEp1,DD Mumbai,1582880000,2025-10-31T12:59:55Z,208
Media Asset,3694870,SasuralJhunkiKa_Ep111,SasuralJhunkiKa_Ep111,DD Mumbai,1343000000,2025-10-31T12:33:21Z,208
Media Asset,3694867,PA_FINAL CAPSULE SPML 2025,PA_FINAL CAPSULE SPML 2025,PB-Archives-A,,2025-10-31T11:15:43Z,208
