id,video_id,genres_id,status,created_at,modified_at
48,b815f227-f7c3-4fa2-930f-e05847868654,4,0,2025-10-26 17:24:51,2025-10-26 17:24:51
49,e69e171d-9864-46ba-b775-d0980fcfa23d,5,0,2025-10-26 17:38:15,2025-10-26 17:38:15
50,95e19cfd-e964-472c-97bc-fd86cc7d7d90,7,0,2025-10-26 17:38:29,2025-10-26 17:38:29
51,e6abf2df-e1ca-4ab4-9a80-1502fea85778,6,0,2025-10-26 17:38:59,2025-10-26 17:38:59
52,64888d0d-9462-4572-82a1-093355ad2ff8,0,0,2025-10-26 17:39:12,2025-10-26 17:39:12
53,93cd9abb-16b9-4a79-8edb-378cde0e1224,6,0,2025-10-26 17:45:30,2025-10-26 17:45:30
54,20111402-7acf-480d-ac4d-3facb36ca1b5,9,0,2025-10-26 18:00:50,2025-10-26 18:00:50
55,faeff0ed-7bc7-4fee-ab5f-55d52af5e239,7,0,2025-10-26 18:01:37,2025-10-26 18:01:37
56,fb47efa0-2366-4ea3-88d5-7c2e6ff77fba,6,0,2025-10-26 18:02:53,2025-10-26 18:02:53
57,be130563-e31d-4326-89e9-93800bdd6aee,5,0,2025-10-26 18:24:51,2025-10-26 18:24:51
58,c1ed76ab-7a3a-47f7-bff3-ff1eec2955a8,8,0,2025-10-26 18:25:05,2025-10-26 18:25:05
59,0942326c-8133-4087-a536-254114406471,4,0,2025-10-26 18:25:26,2025-10-26 18:25:26
60,c447c20e-3398-4e25-8feb-12dc760ba35e,4,0,2025-10-26 18:25:49,2025-10-26 18:25:49
61,0f01603c-e616-48c2-9dbc-7b0edf1e9475,6,0,2025-10-26 18:27:51,2025-10-26 18:27:51
62,658e6cae-960b-4220-97a9-ff5f80c96b77,5,0,2025-10-26 18:52:03,2025-10-26 18:52:03
63,506f7d5d-c32e-4627-99f1-d0ec16b8e56a,5,0,2025-10-26 19:19:46,2025-10-26 19:19:46
64,74454822-2267-463e-b142-2d81ecfa8422,5,0,2025-10-26 19:21:42,2025-10-26 19:21:42
65,f285879d-0355-40eb-be50-447ffb6e0278,4,0,2025-10-26 20:02:36,2025-10-26 20:02:36
66,9876180d-e27a-46a2-a2a3-60f94138923d,5,0,2025-10-26 20:19:40,2025-10-26 20:19:40
67,ef795800-6178-48f5-b4c2-2b3739485e8a,0,0,2025-10-27 05:42:59,2025-10-27 05:42:59
68,72afe8d2-9890-4cd4-9186-a79ff6c3150d,5,0,2025-10-27 05:44:07,2025-10-27 05:44:07
69,5a3c67f2-ada9-42cc-8591-55bbb1e8c829,4,0,2025-10-27 09:43:49,2025-10-27 09:46:32
70,debba1f8-ce09-42d2-9bea-fec92fda0bba,0,0,2025-10-28 11:24:06,2025-10-28 11:24:06
71,aa1bff47-c18b-427c-b7bc-b2736e0ed79e,4,0,2025-10-28 14:13:14,2025-10-28 14:13:14
72,e58d7283-1b83-4a53-a2e8-b7f9014c5fa7,5,0,2025-10-29 06:21:53,2025-10-29 06:21:53
73,ebb58aae-3386-4859-9ea9-fc17c1bd2686,4,0,2025-10-29 06:41:26,2025-10-29 06:46:29
74,f2e00b26-fc28-4182-82bc-d37d53f71779,4,0,2025-10-29 09:14:29,2025-10-29 09:14:29
75,c784831f-3b60-44fc-ad59-042edce7d608,4,0,2025-10-30 07:04:43,2025-10-30 07:04:43
76,fc8c13a5-403d-49e1-9a37-1a7cbc9febf0,5,0,2025-10-30 09:52:57,2025-10-30 09:52:57
77,696cf633-7984-440d-a794-e103ca5687d9,4,0,2025-10-30 10:08:45,2025-10-30 10:41:32
78,86bf0a85-9494-44cd-88a3-31bed9595ca4,5,0,2025-10-30 10:51:47,2025-10-30 10:51:47
79,a0ce200e-d274-440e-b89f-1fd9b6c52307,5,0,2025-10-30 10:58:11,2025-10-30 10:58:11
80,94a3f76f-6a0f-4ae6-a5de-f053cc92de4b,4,0,2025-10-30 13:15:35,2025-10-30 13:15:35
81,823273ee-cfb6-4103-b161-3cb341e8c1e7,5,0,2025-10-30 13:27:50,2025-10-30 13:27:50
82,ae796dfc-c300-46e4-ac70-71dd2ca564cd,5,0,2025-10-30 17:33:44,2025-10-30 17:33:44
83,98d336cf-a55e-45b9-9864-ac83420f78fa,0,0,2025-10-30 19:06:35,2025-10-30 19:06:35
84,552363ad-6ed9-4f8f-a6e6-5206ee13d3f8,5,0,2025-10-31 04:59:19,2025-10-31 04:59:19
85,e474cf06-d94c-46b0-880a-24e3e83a7aab,5,0,2025-10-31 06:33:11,2025-10-31 06:33:11
86,0fcd8dc9-1718-4372-8631-253eac3a072b,0,0,2025-10-31 06:44:37,2025-10-31 06:44:37
87,1a1ca2ed-ebc9-42b8-967b-4b4e568ab095,4,0,2025-10-31 07:04:46,2025-10-31 07:04:46
88,a98d4dd8-4718-4ebf-a76b-05926fbc21b1,0,0,2025-10-31 07:05:52,2025-10-31 07:05:52
89,f60a74ad-a596-4da7-bae9-91980825969d,0,0,2025-10-31 07:07:22,2025-10-31 07:07:22
90,9481133a-d230-4cd4-a5e0-4317eba61350,4,0,2025-10-31 07:14:00,2025-10-31 07:14:00
91,5c81bf0a-1a97-4b42-aef2-0582d2a0ec22,0,0,2025-10-31 07:44:08,2025-10-31 07:44:08
